date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
9/15/1960 20:30,seattle,wa,us,disk,120,2 min. for me&#44 longer for,Triple disc sighting prior to dusk with a light beam and possible healing. Witnessed.,4/27/2004,47.6063889,-122.3308333
9/15/1995 15:00,seattle,wa,us,NA,10800,3 hrs.,7 witnesses on Phinney Ridge see 4-6 tiny metallic &quot;cigars&quot; hovering&#44 moving&#44 ascending in cloudless sky.  Dramatic sighting&#33,11/2/1999,47.6063889,-122.3308333
9/15/1998 18:00,seattle,wa,us,other,1,1 second,Angled orange light array traveling at stupendous speed across I5 Highway near Boeing Field in the evening.,9/2/2005,47.6063889,-122.3308333
9/15/2001 19:30,seattle,wa,us,circle,600,5-10 minutes,Four circular objects over Seattle.,10/12/2001,47.6063889,-122.3308333
9/15/2001 21:30,seattle,wa,us,light,3600,over an hour,Non-mobile red white and blue steadily flashing light at 40 degrees in the west sky,10/12/2001,47.6063889,-122.3308333
9/16/1995 21:15,seattle,wa,us,NA,20,20 sec.,Man repts. large &quot;vee-shaped boomerang w/ fluorescent light on leading edge&quot; pass slowly overhead.  Estimated 500&#39 altitude.,11/2/1999,47.6063889,-122.3308333
9/18/1999 06:25,seattle,wa,us,NA,120,1 to 2 minutes,Watched a very bright star - planet like object for one to two minutes which remained stationary. This suddenly totally disappeared.,10/2/1999,47.6063889,-122.3308333
9/18/2001 22:30,seattle,wa,us,light,30,30 seconds,Bright red light in the Seattle sky.,10/12/2001,47.6063889,-122.3308333
9/18/2002 19:15,seattle,wa,us,NA,900,15 min.,Woman and boyfriend witness very large&#44 bizarre&#44 brightly lighted object to the west from Seattle.,9/19/2002,47.6063889,-122.3308333
9/18/2004 19:45,seattle,wa,us,triangle,120,1-2 minutes,Black Triangle over Lake Washington,9/29/2004,47.6063889,-122.3308333
9/18/2013 21:30,seattle,wa,us,light,10,10 seconds,Light in Sky Warps towards space.,9/30/2013,47.6063889,-122.3308333
9/19/1997 21:00,seattle,wa,us,other,120,1-2 min,On the night described above&#44 We were getting ready to leave a freind&#39s house in West Seattle. I was the first one out the door. While,1/28/1999,47.6063889,-122.3308333
9/19/1998 21:00,seattle,wa,us,disk,900,15 min,Disk hovered over highway,11/1/1998,47.6063889,-122.3308333
9/19/1998 21:30,seattle,wa,us,egg,180,3 minutes,The &quot;craft&quot; had about 6 white lights around its perimeter and a redish one in the middle. The thing was moving slowly towards the west&#44,11/1/1998,47.6063889,-122.3308333
9/19/1999 02:51,seattle,wa,us,triangle,15,15 seconds,Three glowing triangular objects moved from east to west at a high rate of speed&#44 silently and in perfect formation.,10/2/1999,47.6063889,-122.3308333
9/19/2001 18:46,seattle,wa,us,unknown,180,3 mins.,Possible Aurora Sighting Over Seattle,10/12/2001,47.6063889,-122.3308333
9/20/2001 16:10,seattle,wa,us,other,900,15mins,four stars in the day time sky,10/12/2001,47.6063889,-122.3308333
9/21/1995 23:00,seattle,wa,us,NA,90,90 sec.,OR citizen on Space Needle sees 3 &quot;dull orange lights&quot; fly overhead.  Objects performed some unusual movement in formation.,11/2/1999,47.6063889,-122.3308333
9/21/2009 05:30,seattle,wa,us,triangle,10,10 seconds,7 unblinking lights in triangle formation flying low and northward fast in seattle,12/12/2009,47.6063889,-122.3308333
9/2/2000 04:00,seattle,wa,us,cigar,3,2-3 seconds,Cigar shaped object with several blueish white lights on side sighted moving easterly over Queen Anne neighborhood,9/17/2000,47.6063889,-122.3308333
9/2/2000 21:00,seattle,wa,us,other,1200,about 1/2 hr.,one circular UFO with colored lights&#44 one fireball object&#44 revealed itself and disappeared.,9/17/2000,47.6063889,-122.3308333
9/23/1998 21:10,seattle,wa,us,fireball,8,5-8 seconds,While travelling south on highway 509 (south of 1st south bridge)&#44 a greenish fireball observed in SouthWest sky at about 10 o&#39clock hi,9/26/1998,47.6063889,-122.3308333
9/24/2012 19:00,seattle,wa,us,rectangle,60,1 minute,Low flying aircraft with red and green lights over Green Lake area in Seattle.  ((NUFORC Note:  Aircraft?  PD)),10/30/2012,47.6063889,-122.3308333
9/25/1995 22:30,seattle,wa,us,triangle,120,1-2 min.,Cloudless night&#44 clear: craft silent&#44 six round&#44 pale orange lights on underside of craft; travelled south to north&#44 not fast.I saw it,1/28/1999,47.6063889,-122.3308333
9/27/2003 22:34,seattle,wa,us,light,60,60 seconds,Witnessed a bright green silent light traveling from the north towards the south.,9/28/2003,47.6063889,-122.3308333
9/28/2002 06:50,seattle,wa,us,fireball,120,2 minutes,Streaking objects with smoke/steam tail just above the horizon&#44 east of Seattle just before sunrise. The first appeared at 6:50Am&#44 the,9/29/2002,47.6063889,-122.3308333
9/29/2006 19:40,seattle,wa,us,fireball,2,a few seconds,Fireball over Puget Sound,10/30/2006,47.6063889,-122.3308333
9/29/2010 05:30,seattle,wa,us,unknown,300,5 minutes,peculiar moving bright lights over seattle sound headed sw,11/21/2010,47.6063889,-122.3308333
9/29/2012 19:58,seattle,wa,us,light,240,3-4 minutes,[seattle] Chain of 8 equally spaced&#44 fast moving constant orange lights over Cascades&#44 Western Washington.,10/30/2012,47.6063889,-122.3308333
9/30/2004 22:10,seattle,wa,us,light,3,2-3 seconds,small star sized light moving at high rate of speed&#44 NOT a meteor&#33  Too fast for satellite,10/27/2004,47.6063889,-122.3308333
9/3/2003 22:00,seattle,wa,us,formation,5,5 seconds (approx.),Telephoned Report:  A man calls to report that while he was out walking his dogs in the vicinity of Northgate in Seattle&#44 his periphera,9/4/2003,47.6063889,-122.3308333
9/3/2005 22:20,seattle,wa,us,light,300,5 minutes,5 dark blue lights traveling east then south,9/15/2005,47.6063889,-122.3308333
9/3/2005 22:30,seattle,wa,us,light,300,5 minutes,Bright blue lights in the night sky above downtown Seattle.,11/3/2005,47.6063889,-122.3308333
9/3/2009 20:00,seattle,wa,us,light,600,10 minutes,large white lighted craft viewed over seattle&#44 wa,12/12/2009,47.6063889,-122.3308333
9/5/2011 01:00,seattle,wa,us,light,60,1 minute,Eight orange lights appeared over downtown Seattle and then disappeared.,10/10/2011,47.6063889,-122.3308333
9/6/1993 00:30,seattle,wa,us,triangle,6,6 seconds,lights over Seattle,9/9/2003,47.6063889,-122.3308333
9/6/2004 20:10,seattle,wa,us,teardrop,4,3-4 seconds,orange-yellow teardrop flying very fast over south seattle,9/29/2004,47.6063889,-122.3308333
9/6/2005 22:00,seattle,wa,us,triangle,10,10 seconds,Triangular craft w/ large&#44dim yellow-orange lights @ corners over  N. Seattle 09/06/05,10/11/2005,47.6063889,-122.3308333
9/7/2002 01:30,seattle,wa,us,triangle,20,20 seconds,Large black triangle w/ 3 lights on tips hovering low over office buildings in downtown Seattle.,9/13/2002,47.6063889,-122.3308333
9/7/2002 21:30,seattle,wa,us,circle,900,15 minutes,Very large white&#44 green and red light hovering in one position in the southwest sky.  Turned off a couple of times&#44 but only for a few,9/13/2002,47.6063889,-122.3308333
9/8/2012 21:00,seattle,wa,us,circle,1800,30 minutes,Multiple bright strobes in a circular pattern over Puget Sound near Mebane Point navigational bouy.,9/24/2012,47.6063889,-122.3308333
